"","genes","Description","ENSEMBL","logFC","logCPM","F","PValue","FDR","Significance"
"2625","MXD1","MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]","ENSG00000059728",-0.304611100417216,4.18917913320585,7.11761687955416,0.0128818083944326,1,"No"
"4281","SLC6A11","solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044]","ENSG00000132164",0.934873262739673,6.36631151582519,7.11484229987014,0.0128974379304255,1,"No"
"2411","ERMN","ermin [Source:HGNC Symbol;Acc:HGNC:29208]","ENSG00000136541",-1.92712135980756,1.4427313187664,7.1080117403307,0.0129360039139963,1,"Down"
"7044","SERPINE1","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]","ENSG00000106366",-2.19112960478152,3.13047156235367,7.10787700147193,0.0129367659323133,1,"Down"
"11022","PRSS23","serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]","ENSG00000150687",-0.97984349847378,4.75471182351412,7.10749174203757,0.0129389450462169,1,"No"
"914","AMPD2","adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]","ENSG00000116337",-0.316753798620789,6.12943046262653,7.10561116324276,0.0129495877984403,1,"No"
"2972","ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]","ENSG00000115525",-0.38495428690903,4.94839955065537,7.09796076806447,0.0129929826626932,1,"No"
"877","PTGS2","prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]","ENSG00000073756",-3.12690312062949,-1.54494691329737,7.0690434508303,0.0131584541977978,1,"Down"
"10103","BARX2","BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]","ENSG00000043039",-2.43950519041961,0.29637782101674,7.04358432572216,0.0133060504515929,1,"Down"
"2709","ATG16L1","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]","ENSG00000085978",-0.225489824000536,4.68080872171346,7.02943173351651,0.0133888825873184,1,"No"
"8658","CA2","carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]","ENSG00000104267",-1.21756242842346,7.34673911945198,7.02054918252308,0.0134411589351161,1,"No"
"17977","LYPD3","LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]","ENSG00000124466",-3.03964256336495,0.577892873315167,7.01186727909372,0.0134924707443026,1,"Down"
"10755","MFRP","membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]","ENSG00000235718",-5.60241170375618,2.01809961789287,7.00905793214626,0.0135091205158428,1,"Down"
"9604","CTSV","cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]","ENSG00000136943",-1.5004588120253,0.792531124730929,6.99933242736094,0.013566933543156,1,"Down"
"15444","NTN1","netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]","ENSG00000065320",0.614089115859722,6.31129349679459,6.99621259148422,0.0135855367591545,1,"No"
"14057","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]","ENSG00000156232",-0.191349199436686,4.33333326334499,6.97992650623845,0.0136831039978147,1,"No"
"5148","FAM172A","family with sequence similarity 172 member A [Source:HGNC Symbol;Acc:HGNC:25365]","ENSG00000113391",0.191433276400448,6.09965471487921,6.95719276697356,0.0138205852877235,1,"No"
"1312","TNNI1","troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]","ENSG00000159173",-2.82026271581017,-1.33385915096895,6.95633811957626,0.013825783190473,1,"Down"
"6830","LINC02901","long intergenic non-protein coding RNA 2901 [Source:HGNC Symbol;Acc:HGNC:21179]","ENSG00000203711",0.988004993808594,-1.12456424314177,6.95518696357266,0.0138327878257629,1,"No"
"9977","GALNT18","polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:30488]","ENSG00000110328",-0.840902589957674,3.93752043894086,6.94384092693031,0.0139020355949986,1,"No"
"6667","C6orf141","chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]","ENSG00000197261",-1.58577677669024,1.18989505232712,6.92708381485625,0.0140050049572689,1,"Down"
"15557","UNC119","unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]","ENSG00000109103",-0.217262933734669,5.34063742634161,6.92659760166008,0.0140080051086603,1,"No"
"631","EPHA8","EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]","ENSG00000070886",-4.70847514961399,2.30026167852081,6.91307386053775,0.0140917357378421,1,"Down"
"6120","HDDC2","HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]","ENSG00000111906",-0.508060344403139,5.11627709169277,6.90735010222099,0.0141273389150859,1,"No"
"903","RD3","RD3 regulator of GUCY2D [Source:HGNC Symbol;Acc:HGNC:19689]","ENSG00000198570",-5.5584206341729,-1.18912903549499,6.90140482768257,0.0141644244793602,1,"Down"
"7425","TMEM139","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]","ENSG00000178826",-1.03974556313567,-0.0425965440544753,6.89499578764849,0.0142045225819066,1,"No"
"14115","IMP3","IMP U3 small nucleolar ribonucleoprotein 3 [Source:HGNC Symbol;Acc:HGNC:14497]","ENSG00000177971",-0.293270168165343,4.09145684758816,6.81354049116756,0.0147251441590269,1,"No"
"7281","SOSTDC1","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]","ENSG00000171243",-4.37520009555795,1.41328749976204,6.79622465778538,0.0148384958592704,1,"Down"
"2481","SDC1","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]","ENSG00000115884",-2.42843098284083,3.65900246259874,6.77727510337204,0.0149636406556773,1,"Down"
"15669","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","ENSG00000007237",0.493114484941925,7.16600349446025,6.76900592698126,0.015018613802914,1,"No"
"4366","RBM47","RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]","ENSG00000163694",-1.70794293629247,3.20052471855571,6.76802499210701,0.0150251497118476,1,"Down"
"4721","ANXA3","annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]","ENSG00000138772",-2.90068696956557,0.238311640748178,6.76704693614738,0.0150316695471582,1,"Down"
"8518","H2BW3P","H2B.W histone 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44390]","ENSG00000235946",1.0390767694746,-0.189662639120288,6.75546684797559,0.0151091002664987,1,"No"
"6893","SOD2","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]","ENSG00000291237",-1.12889021196258,8.29858348617642,6.73786628057984,0.0152276269112731,1,"No"
"14847","PPL","periplakin [Source:HGNC Symbol;Acc:HGNC:9273]","ENSG00000118898",-2.77820024902876,1.98836619243987,6.72682829164344,0.0153024800839954,1,"Down"
"14509","PAQR4","progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]","ENSG00000162073",0.493238010965274,6.32568336330957,6.72266902745144,0.0153307904823393,1,"No"
"6319","CRYBG1","crystallin beta-gamma domain containing 1 [Source:HGNC Symbol;Acc:HGNC:356]","ENSG00000112297",-1.12703077319367,1.3468909432117,6.70653297057124,0.01544116750202,1,"No"
"4461","FAM13A","family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]","ENSG00000138640",-0.460050489274328,5.38142367548266,6.70169578566507,0.015474425521346,1,"No"
"11265","PWWP2B","PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]","ENSG00000171813",-0.441138905894354,3.64709908388136,6.6927299059528,0.0155362785368378,1,"No"
"14975","GPRC5B","G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]","ENSG00000167191",0.380803353627101,9.21686823874039,6.67502614700492,0.0156592104491854,1,"No"
"779","CLDN19","claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]","ENSG00000164007",-4.67941052030291,1.53595840556244,6.66455311048556,0.0157324360250109,1,"Down"
"1486","CD84","CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]","ENSG00000066294",5.96635642663887,-0.0873824063182583,6.62647042339595,0.0160018902112099,1,"Up"
"8223","PHEX","phosphate regulating endopeptidase X-linked [Source:HGNC Symbol;Acc:HGNC:8918]","ENSG00000102174",0.785126023004202,3.88006049715946,6.61937952041185,0.0160526195267423,1,"No"
"4249","MUC4","mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]","ENSG00000145113",-2.0076111034851,2.43079026633627,6.61458459216106,0.0160870232194299,1,"Down"
"1126","EIF2D","eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]","ENSG00000143486",-0.191986344979711,5.75487490039509,6.61173165457687,0.0161075315209906,1,"No"
"16395","BCL2","BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]","ENSG00000171791",0.499570824765015,4.52186941965224,6.6110991362562,0.0161120822583511,1,"No"
"10891","NEAT1","nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]","ENSG00000245532",-1.00089622117604,8.37392407933054,6.59035902402836,0.0162620849859472,1,"No"
"18827","ETS2","ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]","ENSG00000157557",-2.24300962378945,3.36557752265295,6.57622188266176,0.0163652108057356,1,"Down"
"17956","PLIN4","perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]","ENSG00000167676",-1.01498511799231,2.04683160962796,6.57046600090124,0.0164074037118615,1,"No"
"18820","ITSN1","intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]","ENSG00000205726",0.292245368184235,7.06639594996652,6.55194097637863,0.0165440129324104,1,"No"
"4774","TIGD2","tigger transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:18333]","ENSG00000180346",-0.752441141646583,2.22684483120785,6.54537937312211,0.0165926995432306,1,"No"
"743","C1orf116","chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]","ENSG00000182795",-3.31323817367683,0.373648113063084,6.53447696822453,0.0166739430695404,1,"Down"
"13488","ATL1","atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]","ENSG00000198513",0.436236226539958,4.55925646280967,6.52328295879986,0.0167578146701237,1,"No"
"5480","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]","ENSG00000113083",-1.01806308413656,6.30814500939667,6.51085566185621,0.016851470181322,1,"No"
"7584","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]","ENSG00000106003",0.613894072875079,4.43069718505963,6.50763680567202,0.0168758220529398,1,"No"
"5317","SYNPO","synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]","ENSG00000171992",-0.828976113281556,5.58338261408287,6.49333900860475,0.0169844587723611,1,"No"
"688","SRGAP2D","SLIT-ROBO Rho GTPase activating protein 2D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43932]","ENSG00000270872",1.13466639343338,-0.352991713596323,6.49109272109828,0.0170015961469747,1,"No"
"2532","CTNNA2-AS1","CTNNA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40165]","ENSG00000229385",0.687522349496403,1.65340175290633,6.47079557858342,0.0171573117466918,1,"No"
"18787","LINC01311","long intergenic non-protein coding RNA 1311 [Source:HGNC Symbol;Acc:HGNC:50503]","ENSG00000260924",-0.603286529446574,0.27485691603105,6.45972946003689,0.0172428686455024,1,"No"
"3156","ACP1","acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]","ENSG00000143727",-0.151931529294634,5.78061373036828,6.45612863503276,0.0172708092128538,1,"No"
"11360","NOLC1","nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]","ENSG00000166197",0.18192457724956,6.74370032280102,6.44349052964236,0.0173692690897665,1,"No"
"16930","BPIFB4","BPI fold containing family B member 4 [Source:HGNC Symbol;Acc:HGNC:16179]","ENSG00000186191",-1.48149263054413,0.271024286950632,6.44192790550393,0.0173814858551906,1,"No"
"1341","TSPAN1","tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]","ENSG00000117472",-2.80761511553585,0.636264783655907,6.43040888445982,0.0174718348573289,1,"Down"
"9347","MVB12B","multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]","ENSG00000196814",0.299239021506392,6.66556302885829,6.42798052236733,0.0174909474489676,1,"No"
"4215","LINC01206","long intergenic non-protein coding RNA 1206 [Source:HGNC Symbol;Acc:HGNC:49637]","ENSG00000242512",-0.937482429125256,4.01882407607504,6.42719545268507,0.0174971313103727,1,"No"
"3734","COX17","cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]","ENSG00000138495",-0.392050588413886,3.638297195714,6.41547499742007,0.0175897377634308,1,"No"
"17301","C19orf81","chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]","ENSG00000235034",-1.0345587194274,0.282607956136878,6.4150350304555,0.017593224539255,1,"No"
"18087","CRX","cone-rod homeobox [Source:HGNC Symbol;Acc:HGNC:2383]","ENSG00000105392",-4.99401631563229,-0.535079135218183,6.40382998913638,0.017682282107945,1,"Down"
"18170","ADAMTSL5","ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]","ENSG00000185761",-1.63101433021288,0.139310304713397,6.39489695648247,0.0177536369490046,1,"Down"
"11618","LINC02944","long intergenic non-protein coding RNA 2944 [Source:HGNC Symbol;Acc:HGNC:55959]","ENSG00000238276",-2.39814893699594,0.0904282451016846,6.3892882217895,0.0177985999129468,1,"Down"
"15836","GPRC5C","G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]","ENSG00000170412",-0.856395031124595,3.15817865133048,6.38646741149607,0.0178212605279795,1,"No"
"14070","APBA2","amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]","ENSG00000034053",0.610657081655011,6.94400470677845,6.38214944046793,0.0178560098722742,1,"No"
"415","LAMB3","laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]","ENSG00000196878",-2.40392913300188,2.40754267605955,6.35273986294201,0.0180946783187674,1,"Down"
"545","RAB25","RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]","ENSG00000132698",-3.10286935176686,0.123048654952587,6.3195539777007,0.0183682150150803,1,"Down"
"13367","SLC24A4","solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]","ENSG00000140090",-1.78152597185425,3.12903136753499,6.3146149335138,0.0184093128722645,1,"Down"
"8090","CACNA1F","calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]","ENSG00000102001",-2.61813176548501,-1.71086743695481,6.3089367735167,0.0184566859748853,1,"Down"
"4360","MTND4P9","MT-ND4 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42226]","ENSG00000250050",-1.75753506572196,-1.61332215359886,6.30632791634949,0.0184784967229273,1,"Down"
"17195","CKM","creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]","ENSG00000104879",-1.43579863570021,-0.357695346419001,6.30240763225225,0.0185113246949134,1,"No"
"16269","IMPA2","inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]","ENSG00000141401",-0.67404097846475,3.05206544749589,6.30198548401386,0.018514863536936,1,"No"
"1679","CD55","CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]","ENSG00000196352",-1.58616180188332,1.77313996787654,6.2924375150825,0.0185951026996123,1,"Down"
"1275","NPPA","natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]","ENSG00000175206",-0.782660561320845,-0.656852480098905,6.29050258553088,0.0186114100304041,1,"No"
"15363","EFNB3","ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228]","ENSG00000108947",0.423020393967269,6.37269601902858,6.28140747031993,0.0186882735766233,1,"No"
"2489","KCNJ13","potassium inwardly rectifying channel subfamily J member 13 [Source:HGNC Symbol;Acc:HGNC:6259]","ENSG00000115474",-2.81457011904812,2.75890626864636,6.27665171987161,0.0187286038276052,1,"Down"
"6619","MEI4","meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638]","ENSG00000269964",-1.01033481515649,-1.31261248753134,6.2727514619474,0.0187617507196453,1,"No"
"16593","KCNK15","potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]","ENSG00000124249",-3.85672287817036,-0.688442629170466,6.27242767352431,0.0187645053819719,1,"Down"
"4867","ZFYVE28","zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]","ENSG00000159733",-0.576452603165107,4.31141171537601,6.2634983406134,0.0188406482338669,1,"No"
"4527","MFAP3L","microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]","ENSG00000198948",-0.566435824261526,5.21138977962641,6.25237068481549,0.0189360130629592,1,"No"
"4830","SOD3","superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]","ENSG00000109610",-0.903028430919037,5.88313741360006,6.25039606304991,0.0189529911511387,1,"No"
"6439","SNX9","sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]","ENSG00000130340",-0.213112562818702,5.64198811223988,6.24988064949349,0.0189574255093875,1,"No"
"13900","HMGB1P6","high mobility group box 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:4998]","ENSG00000259781",0.432391281049575,2.49780399556506,6.24794230190462,0.0189741122989771,1,"No"
"17260","CRB3","crumbs cell polarity complex component 3 [Source:HGNC Symbol;Acc:HGNC:20237]","ENSG00000130545",-2.24345540033238,-1.21936018129281,6.24092910083314,0.0190346225313092,1,"Down"
"2885","PROM2","prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]","ENSG00000155066",-1.1336503856325,3.3854169479295,6.19704291656382,0.0194181320658473,1,"No"
"6434","TFAP2A","transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]","ENSG00000137203",-2.41592577585248,-0.300000325712225,6.19495388144306,0.0194365984774564,1,"Down"
"5878","BTF3-DT","BTF3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55211]","ENSG00000272525",-0.770721550286054,-0.0365347059055022,6.19207045895743,0.0194621187900507,1,"No"
"8215","GYG2","glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]","ENSG00000056998",0.68215595497276,6.18063389637052,6.18459289922825,0.01952847249246,1,"No"
"17265","SH2D3A","SH2 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16885]","ENSG00000125731",-2.19674452801293,0.167865883489515,6.18237476936267,0.0195482034059833,1,"Down"
"12486","KRT18","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]","ENSG00000111057",-4.46841554137916,2.2192471708221,6.176851985866,0.0195974256066695,1,"Down"
"10559","SLC22A8","solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972]","ENSG00000149452",-5.56634560725432,2.06150878218638,6.16828672764898,0.0196740342385671,1,"Down"
"11804","GABARAPL1","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]","ENSG00000139112",-0.231285276038269,5.87652032150018,6.13852544081315,0.0199427970629485,1,"No"
"2780","SLC5A6","solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]","ENSG00000138074",-0.389254530026874,4.84749572902818,6.09073921814054,0.0203828346906662,1,"No"
"6470","SLC44A4","solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]","ENSG00000204385",-3.03069770284988,0.312698642449362,6.08579038760017,0.0204290135193721,1,"Down"
"11623","PLEKHS1","pleckstrin homology domain containing S1 [Source:HGNC Symbol;Acc:HGNC:26285]","ENSG00000148735",-2.17272161953794,-0.70076344124025,6.07947207906482,0.0204881388960855,1,"Down"
"18376","RTL6","retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]","ENSG00000188636",0.241836805949391,7.34630307022937,6.07808905545819,0.0205011060679451,1,"No"
"13173","KCNH5","potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]","ENSG00000140015",-2.72325452600033,0.38249537225624,6.07263747554209,0.0205523079904494,1,"Down"
"5609","FAT2","FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:HGNC:3596]","ENSG00000086570",-1.8422259682884,0.681282117151819,6.07117642893072,0.0205660542507421,1,"Down"
"11554","AKR1C2","aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385]","ENSG00000151632",-1.1546165232311,2.95881857342467,6.06853908245648,0.0205908933837629,1,"No"
"12225","HCAR2","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]","ENSG00000182782",-3.50401685862457,-1.68341517952944,6.01397168526377,0.0211123113478709,1,"Down"
"8809","PLAG1","PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]","ENSG00000181690",-1.13407574775307,0.8386003038337,6.01212502641244,0.0211302097918025,1,"No"
